"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"1397","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","64756","0000000134","Onde OFB","1","Ecoulement visible",1.630380768,49.407786561,2014-08-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1398","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","63861","0000000134","Onde OFB","1","Ecoulement visible",1.630380768,49.407786561,2014-07-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1399","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","63064","0000000134","Onde OFB","1","Ecoulement visible",1.630380768,49.407786561,2014-06-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1400","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","62109","0000000134","Onde OFB","1","Ecoulement visible",1.630380768,49.407786561,2014-05-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1401","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","1105","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2013-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1402","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","949","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2013-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1403","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","827","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2013-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1404","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","719","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2013-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1405","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","601","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2012-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1406","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","492","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2012-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1407","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","351","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2012-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1408","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","239","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2012-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1409","H3150001","Lévrière à Bézu","27","Eure","27066","BEZU-LA-FORET","28","Normandie","03","Seine-Normandie","H3150600","La Levriere","236","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.630380768,49.407786561,2012-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1410","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","99661","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2025-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"1411","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","98884","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2024-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"1412","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","98719","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2024-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"1413","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","98566","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2024-07-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"1414","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","98399","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2024-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"1415","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","98289","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2024-05-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"1416","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97943","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2023-09-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1417","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97829","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2023-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1418","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97602","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2023-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1419","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97534","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2023-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1420","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97450","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2023-06-09,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1421","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97360","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2023-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1422","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97286","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2023-04-20,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1423","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","97066","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2023-03-18,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"1424","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","96760","0000000134","Onde OFB","1f","Ecoulement visible faible",1.609393383,49.315793449,2022-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"1425","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","96633","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2022-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"1426","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","96444","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2022-07-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"1427","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","96312","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2022-06-22,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"1428","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","96154","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2022-05-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"1429","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","96092","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2022-04-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"1430","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95961","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2021-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"1431","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95814","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2021-08-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"1432","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95694","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2021-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"1433","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95579","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2021-06-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"1434","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95476","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2021-05-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2021
"1435","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95180","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2020-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"1436","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","95003","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2020-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"1437","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","94803","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2020-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"1438","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","94664","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2020-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"1439","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","94499","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2020-05-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"1440","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","92750","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2019-10-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"1441","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","91657","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2019-09-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"1442","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","90605","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2019-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"1443","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","89351","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2019-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"1444","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","88502","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2019-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"1445","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","87364","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2019-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"1446","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","85409","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-11-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1447","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","84911","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-10-26,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1448","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","83950","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1449","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","82702","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1450","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","81550","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-07-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1451","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","80402","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-06-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1452","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","79702","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2018-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"1453","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","76700","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2017-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1454","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","75403","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2017-08-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1455","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","74168","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2017-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1456","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","73305","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2017-06-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1457","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","72110","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2017-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1458","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","71601","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2017-04-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1459","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","71300","0000000134","Onde OFB","1f","Ecoulement visible faible",1.609393383,49.315793449,2017-02-27,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"1460","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","69350","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2016-09-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"1461","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","68651","0000000134","Onde OFB",NA,"Donnée manquante",1.609393383,49.315793449,2016-09-08,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2016
"1462","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","68299","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2016-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"1463","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","68239","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2016-07-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"1464","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","68113","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2016-06-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"1465","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","67965","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2016-05-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"1466","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","67534","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2015-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"1467","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","67419","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2015-08-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"1468","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","67258","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2015-07-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"1469","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","67021","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2015-06-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"1470","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","66920","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2015-05-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"1471","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","66152","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2014-10-27,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1472","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","65753","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2014-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1473","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","64756","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2014-08-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1474","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","63861","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2014-07-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1475","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","63064","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2014-06-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1476","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","62109","0000000134","Onde OFB","1","Ecoulement visible",1.609393383,49.315793449,2014-05-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"1477","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","1105","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2013-08-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1478","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","949","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2013-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1479","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","827","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2013-06-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1480","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","719","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2013-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"1481","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","601","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2012-09-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1482","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","492","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2012-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1483","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","351","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2012-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1484","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","239","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2012-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"1485","H3150002","Bonde à Etrepagny","27","Eure","27226","ETREPAGNY","28","Normandie","03","Seine-Normandie","H3158000","La Bonde","236","0000000134","Onde OFB","1a","Ecoulement visible acceptable",1.609393383,49.315793449,2012-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
